,Address
1517,"SHOP NO 2,GROUND FLOOR,PLOT123,SHIV MAHAL,DR.J R MEISHERI ROAD,NOOR BAUG,DONGARI,MUMBAI,MAHARASHTRA, Dongari, Greater Mumbai Ward  B, Greater Mumbai, Maharashtra  SHOP NO 2,GROUND FLOOR,PLOT 123,SH"
1518,"Shop no 54, Babu Genu Market, M.D. Naik Marg, Mazgaon, Mumbai, Maharashtra 400010, India"
1519,"Ground Floor, Plot 114, Tayeb Manzil, Dr. Babasaheb Ambedkar Road, Ram Nagar, Byculla East"
1520,"292 298, MS Ali Road Near Shalimar Cinema, Grant Road East, Bharat Nagar, Grant Road, Mumbai, Maharashtra 400007, India"
1521,"SHOP NO. -09, GROUND FLOOR,AUDUMBER CHS LTD. NAWAB TANK ROAD KOLIWADA , 2ND LANE,MAZGAON,MUMBAI - 400010"
1522,"118-120, DR. B. A. ROAD, OPP. RANI BAUG, BYCULLA EAST, MUMBAI 400 008"
1523,"62, Janjikar street near Crawford Market, Mumbai - 3"
1524,"Vishnuni ketan,Opp. Harkishandas Hospital, SVP Road, Charni Road, Mumbai - 400004."
1525,"Shop no 12,13,14 Navjivan Commercial Premises co-op Society ltd Lamington Road Mumbai 400008"
1526,"Shop 7, RK Building 2, 9th Khetwadi Lane, Grant Road, Mumbai"
1527,"Cake-n-Walkerss, Shop No. 16, Shivaji Nagar, N.M Joshi Marg, Near Bawla Masjid, Lower Parel, Mumbai"
1528,"Ground floor, Maharaja Building, Shri Shri Enterprises Shop 1, Jagannath Shankar Seth Rd, Girgaon, Mumbai, Maharashtra 400004"
1529,"2, Paras Center, Charni Road, Near Central Plaza Theater, Mumbai, Maharashtra 400004"
1530,"Bane Compound, Mauli Krupa Shopping Centre, Sane Guruji Marg, Tardeo, Mumbai"
1531,"Floor Grd, Plot -19/21, Adam Building, Marine 2nd Street, Near Gol Masjid, Kalbadevi, Marine Lines, Greater Mumbai Ward - C, Greater Mumbai, Maharashtra, 400002"
1532,"Shop no 12,13,14 Navjivan Commercial Premises co-op Society ltd Lamington Road Mumbai 400008"
1533,"Uncle Snacks Behind 165 Busstop C p tank Circle, Bhuleshwar, Greater Mumbai Ward - C, Greater Mumbai, Maharashtra 400004"
1534,"Shop 4, Chandra Mahal, 204, J.S.S.Road, Thakurdwar, Girgaum, Mumbai"
1535,"Shop No. 7, Rajani Mahal, AC Market Signal Junction, Tardeo, Mumbai - 400034"
1536,"Shop 6, Mahavir Apartments, 241, Tardeo Road, Next to Bharat Petroleum, Tardeo, Mumbai-400007"
1537,"Shop No. 6, 105, Keshavji Naik Road, Chinch Bunder, Mumbai - 400 009, Greater Mumbai Ward - B, Greater Mumbai, Maharashtra-400009"
1538,"Shop No. 6, 105, Keshavji Naik Road, Chinch Bunder, Mumbai - 400 009, Greater Mumbai Ward - B, Greater Mumbai, Maharashtra-400009"
1539,"43, Ardeshir Dadi St., Charni Road East, Cawasji Patel Tank, Bhuleshwar, Mumbai, Maharashtra 400004, India"
1540,"Shop No. 6, 105, Keshavji Naik Road, Chinch Bunder, Mumbai - 400 009, Greater Mumbai Ward - B, Greater Mumbai, Maharashtra-400009"
1541,"Hotel Heritage Building,, Sant Savta Marg, Opp. Gloria Church,, Byculla East, Maharashtra, 400027"
1542,"SH10-12,14,FLOOR-GRD,PLOT-562/564,VITTHAL NIWAS,HANUMAN MANDIR MARG,MAHALAKSHMI BRIDGE SAT RASTA,JACOB CIRCLE,MUMBAI-400011, Mahalaxmi Race Course, Greater Mumbai Ward-G/S, Greater Mumbai, Maharashtra"
1543,"Shop No. 6, 105, Keshavji Naik Road, Chinch Bunder, Mumbai - 400 009, Greater Mumbai Ward - B, Greater Mumbai, Maharashtra-400009"
1544,"Shop No. 6, 105, Keshavji Naik Road, Chinch Bunder, Mumbai - 400 009, Greater Mumbai Ward - B, Greater Mumbai, Maharashtra-400009"
1545,"shop no. mahada colony , rambhau bhogale marg ferbunder  ghodupdeo mumbai - 400010"
1546,"Goverdhandas Building, Jagannath Shankar Seth Road, Girgaon, Bhatwadi, Girgaon, Mumbai, Maharashtra 400004"
1547,"105-A, Keshavji Nayak Road, Shop Number 6, Ground Floor, New Chinch Bunder,, Below Laxhmi Masala, Chinchbunder, Mandvi, Mumbai, Maharashtra 400009, India"
1548,"SHOP NO.4, SADASHIV MARKET, PLOT   137, SADASHIV LANE, V P MARKET, GIRGAON KHETWADI,GREATER MUMBAI WARD-D,GREATER MUMBAI,MAHARASHTRA-400004"
1549,"Utsav Restaurant, Shinde Building ,Sane Guruji Marg , Arthur Road Naka, Chinchpokli, Mumbai 400011"
1550,"Room no 10, 303/309, Raja Rammohan Roy Rd Near Hinduja college, girgaon, Charni Road, Mumbai 400004"
1551,"Lower Parel East, NM Joshi Marg, BDD Chawl, Lower Parel, Mumbai, Maharashtra, India"
1552,"shop no. 6,nathani height,opp shagun,D.B road,mumbai central"
1553,"FLOOR GROUND, PLOT -365 C, STAL - Z6034, AAREY SARITA MILK STALL, N M JOSHI MARG, LOWER PAREL MUMBAI,MAHARASHTRA - 400011"
1554,"Co-Op Society Ltd, WING-B, Shop No. 12, 13 & 14, Lamington Rd, Mumbai, Maharashtra 400008"
1555,"Unit 6, Nand Dham Industry Premises, K R Mahatre Marg (Old tank Bunder road), Reay Rd, Byculla, Opp reay road station west (down) Mumbai, Maharashtra 400010, India"
1556,"26A/B26 FLOOR GRD PLOT 138 MOTIWALA BUILDING DR BABASAHEB BHADKAMKAR MARG JUBLEE BAUG GRANT ROAD MUMBAI 400007, District - Greater Mumbai, STATE - Maharashtra - 400007"
1557,"X-30 SRSS 43,GROUND FLOOR,X-30,SRSS-43,AAREY STALL,N M JOSHI MARG,ARTHUR ROAD JAIL NAKA,DELISLE ROAD,MUMBAI,ARTHOUR ROAD JAIL,GREATER MUMBAI WARD-G/S,GREATER MUMBAI,MAHARASHTRA-400013"
1558,"Shop No. C-2, 6, Javji Dadaji Marg, near Bhatia Hospital, Talmakiwadi Co-operative Housing Society, Old Chikalwadi, Talmakiwadi, Tardeo, Mumbai, Maharashtra 400007, India"
1559,"SHOP NO 4,FLOOR -GRD ,PLOT -201 ,MISTRY BUILDING ,JEEJEEBHOY LANE ,GANESH GULLY ,LALBAUG,PAREL ,GREATER MUMBAI WARD -F/S, GREATER MUMBAI  MAHARASHTRA 400012"
1560," Peerbhoy Terrace No. 106, Jagannath Shankar Sheth Road, Girgaon, Mumbai, Maharashtra 400004"
1561,"174/176,Kalbadevi Road opp Jewel World Bldg"
1562,"R-3,FLOOR-GRD,PLOT-6,PARVATI NIWAS,DUBHASH 1st LANE,TILAK NAGAR,GIRGAON,MUMBAI, Kandivali (w), Greater Mumbai Ward-R/S, Greater Mumbai, Maharashtra - 400004"
1563,"SHOP NO.2,BAJRANG KRUPA BLDG,N M JOSHI MARG,NR MARATHON FUTUREX,DELISLE ROAD,MUMBAI, Parel BDD Chawl, Greater Mumbai Ward-G/S, Greater Mumbai, Maharashtra-400013"
1564,"Ground Floor, Shop No. 2, 266 Patel Bldg., Charni Road, Opp Central Plaza Theatre, Mumbai 400004"
1565,"Shop no 7 Shree Bhuvan Building, Dr Babasaheb Jaykar Marg,Thakurdwar,Bhuleshwar, Mumbai"
1566,"Aarey Stall No. X-16 MFA 3, Near Micropolo Apartment, Opposite 365 D Gym, Dr. B. A. Road, Next to Mamma Bai School, Lalbaug, Kalachowki ,Parsi Colony,Greater Mumbai Ward-F/S,Greater Mumbai,Maharashtra"
1567,"50/52 Plot No.5/7, Madhavdas Dwarkadas Building, Kavi Nirav Lane, Old Satta Gully, Cotton Exchange, Kalbdadevi, Mumbai.-400 002"
1568,"Shop No. 12 Ground Floor, Piroja Mansion, Alibhai Premji Road, Opposite Grant Road Railway Station East, Mumbai 400007."
1569,"counter outisde The Jalsa by Nanumal Bhojraj  183,javji dadaji marg opp Ganaga Jamuna Cinema Tardeo Mumbai -400034"
1570,"453/8 Tajbhai Mahammad Ali building N.M Joshi Marg Authur, Rd. Naka, Chinchpokli, Mumbai, Maharashtra 400011"
1571,"Shop No 4, Atharva CHSL, Arthur Road Naka, N M Joshi Marg, Chinchpokali (W), Mumbai - 400011."
1572,"24 FLOOR, GROUND PLOT -20/21, 33 LABH NIWAS, KHETWADI 4TH LANE, GIRGAON MUMBAI - 400004, Khetwadi, Greater Mumbai Ward-D, Greater Mumbai, Maharashtra, 400004"
1573,"B/9, S Hane Guruji Marg Rd, Shanti Nagar, Lower Parel, Mumbai, Maharashtra 400011, India"
1574,"200 FLOOR 0 PLOT 200/204 LENINWALA BUILDING JAGANNATH SHANKAR SHETH MARG KELEWADI GIRGAON MUMBAI 400004 , District - Greater Mumbai, STATE - Maharashtra"
1575,"SHOP NO -8 , TARAPURVALA  BUILDING,102, AUGUST KRANTI  MARG, MUMBAI - 400026"
1576,"SHOP NO. 5, FLOOR - GRD, PLOT - 37, SHREE RAM MANSION, DR. PAREKH STREET, HARKISONDAS HOSPITAL, GIRGAON, MUMBAI, Harkishandas N. Hospital, Greater Mumbai Ward-D, Greater Mumbai, Maharashtra - 400004"
1577,"Magazine St. Kitchen, Gala No 13, Devidayal Compound, Near Britannia Company, Magazine St Gupta Mills Estate, Darukhana, Byculla East, Mumbai, Maharashtra 400010"
1578,"450 J.S.S ROAD, OPP. DR. VIEGAS STREET, TADWADI NAKA, CHIRA BAZAR, MUMBAI - 400002"
1579,"Marina Mansion, SVP Road, Chowpatty, Mumbai"
1580,"Shop no 6, Ground Floor, Mahavir Apartments, Tardeo, Mumbai-400007"
1581,"2/A Ground Floor Raghavji building, Forjett street,Gowalia tank. Mumbai( As per Fssai License) Area - Gowalia Tank, August Kranti Maidan. Mumbai."
1582,"7 , FLOOR-0,PLOT-511,OLD GANJAWALA  BUILDING,SANE GURUJI MARG,TARDEO,  Belasis Chawl, Greater Mumbai Ward-D,  Greater Mumbai, Maharashtra"
1583,"G-1 JB Shah Market, YM Road, Masjid Bandar, Masjid, Mumbai 400009."
1584,"30/A, Pavwala St, Grant Road East, Shapur Baug, Girgaon, Mumbai, Maharashtra 400004, India"
1585,"1,2, FLR - GRD,plot -89/95, Rajani Mahal,Pandit Madan,Mohan Malviya Marg,Tardeo, Mumbai -400034"
1586,"6/7, Murzban Road, Dheeraj chambers, Azad maidan, Beside Sterling Cinema,  Fort Mumbai 400001."
1587,"Seva Sadan Society, 30/31 Pandita Ramabai Road, Gamdevi, Mumbai 400007"
1588,"B7 Janata Nagar, MP Mill Compound, Tardeo 400034"
1589,"SHOP 7, GROUNDFLOOR, 290, PARASJUSAB CENTRE,TATA ROAD NO. 2,ROXY CINEMA,OPERA HOUSEGIRGAON,MUMBAI - 400004"
1590,"SH. NO. 8 & 9 GOVARDHANDAS BLDG225/263 J S S ROAD NEAR TO CENTRAL PLAZA THEATRE GIRGAUM CHARNI ROAD EAS, Opera House, Greater Mumbai Ward-D, Greater Mumbai, Maharashtra - 400004"
1591,"10, mangaldas road  4 Devkaran mansion  Near dawa bajar taxi stand  Opp mangaldas market Mumbai 400002"
1592,"shop no1 ,plot no 303/309 Zaveri building Raja Ram Mohan Roy Road Charni Road"
1593,"4 To 7, Marshal Apartment, AK Marg, Kemps Corner, Mumbai"
1594,"2, FLR-GRD, 1/B SHIV DARSHAN, VISHNU GANESH PINGLE MARG, CHINCHPOKALI EAST, PAREL, MUMBAI-400012"
1595,"472- CHADHA MANSION, SHOP NO. 03, OPP MARWADI VIDHYALAYA SCHOOL, S V P ROAD, OPERA HOUSE, CHARNI ROAD,  MUMBAI- 400004."
1596,"Tata Road No.2, Charni Road, Mumbai"
1597,"GROUND FLOOR,PLOT NO-19,SAKSARIA  CHAMBERS,PATTHE BABURAO MARG,NEAR  SHRENUJ,TARDEO,GRANT ROAD,MUMBAI-400007,  Greater Mumbai Ward-D, Greater Mumbai,  Maharashtra-400007"
1598,"88/90, Trinity Street, S.S. Gaikwad Road, Kalbadevi, Dhobi Talao, Mumbai"
1599,"shop no 4, janam building, forjet street, opp state bank of India, gwalia tank, mumbai 400026"
1600,"Capitol Cinema Building, Opposite Station, Mumbai CST Area, Mumbai"
1601,"Amar Fast Food and Restaurant, Shop 1, Nawroz Mansion, Opposite Bhatia Hospital, Tardeo, Mumbai"
1602,"95/97, Topiwala Mansion, Mohammed Ali Road, Mumbai CST Area, Mumbai"
1603,"102, Jogani Tantia Industrial Estate, JR Boricha Road, Apollo Mills Compound, Lower Parel (E), Mumbai - 400013"
1604,"Stall no 17, Chowpatty Bhel plaza, Girgaon, Mumbai"
1605,"Next to Birla Kreeda Kendra, Chowpatty Sea Face, Chowpatty Beach, Chowpatty, Mumbai"
1606,"Shop No. 3, 43, Rele Building., 1st Fanaswadi,   S.P. Marg, Kalba Devi, Charni Road (E), Mumbai, GREATER MUMBAI-GREATER MUMBAI (MAHARASHTRA)-  400002 Near balaji temple"
1607,"Shop no 3,Plot 181/185 Bhikibidi chawl ,  Ghodapdeo naka,Rambhau bhogale  marg,Kalachowky, Mumbai , Ghodapdev,  Greater Mumbai Ward-E, Greater Mumbai,  Maharashtra - 400033"
1608,"SHOP NO.15, GROUND FLOOR, RUSHABH APARTMENT, DR. PAREKH STREET, OPP.HARKISONDAS HOSPITAL, GIRGAON, MUMBAI, Greater mumbai Ward-D, Greater Mumabi, Maharashtra-400004"
1609,"SURYA CORPORATION GUPTA MILLS ESTATE COMPOUND REAY ROAD, DARUKHANA, MUMBAI, MAHARASHTRA, Greater Mumbai Ward-E, Greater Mumbai (Maharashtra), - 400010"
1610,"UNIT no 20/22, Laxmi Mill compound, Shakti Mill Lane, Mahalxmi, Mumbai 400011"
1611,"Shop no. 7, Sonawalla building 7C, Sleater road, NB Marg, Tardeo, Mumbai 400007"
1612,"I-11, 10th Floor, Everest Building, Tardeo, Mumbai"
1613,"Shop no: 34, Plot-11B, CTS No:1877, Kakad Arcade, Barrack Road, Opp. Bombay hospital Gate No.2 , New Marine lines, Greater Mumbai ward-A, Greater mumbai(maharastra). 400020"
1614,"Mangaldas Estate D.B.Marg Naaz Cinema Compound, Lamington Rd, Charni Road East, Shapur Baug, Girgaon, Mumbai, Maharashtra 400004, India"
1615,"371, Kalbadevi Road, Narottam Wadi, Kalbadevi, Mumbai, Maharashtra 400002, India"
1616,"3B, Jogani Industrial Estate, J R Boricha Marg, Mahalaxmi, Mumbai"
1617,"Shop No 5 Chandrakala House, Noushir Bharucha Narg, Grant Road, West,Greater Mumbai Ward-D, Greater Mumbai (Maharashtra), -400007"
1618,"0 Floor,-0, Plot no. 13, Magazine street, Darukhana Mazgaon Mumbai-400010, Mazgaon Court, Greater Mumbai Ward-E, Greater Mumbai, Maharashtra-400010"
1619,"Shop.No.1, ABC, Ness Baug, Shapur Baug, Nana Chowk, Mumbai, Maharashtra 400007, India"
1620,"Fulchand Niwas, Chowpatty Sea Face, Chowpatty, Mumbai"
1621,"22,2nd floor,Evergreen Industrial Estate, Shakti Mill Lane, Mahalaxmi, Mumbai  4000011"
1622,"45, Ext. Sattar Sea View,Chowpatty Sea Face, Dr. Purandare Road, Marine Drive, Charni Road, Chowpatty, Mumbai 400007"
1623,"10 FLOOR-GRD, 426 VISHNU  NIKETAN, SARDAR VALLABHBHAI  PATEL ROAD, HARKISONDAS  HOSPITAL, GIRGAON  MUMBAI-400004, Greater Mumbai  Ward - C, Greater Mumbai,  Maharashtra, 400004"
1624,"Store No.15, Om Building, B 2 B, Next To IMPERIAL HEIGHTS,M P Mills Compound, Tulsiwadi,TARDEO, Mumbai - 400034"
1625,"323, Indian Express Commercial Ventures, Tantia Jogani Industrial Estate, J R Boricha Road, Opp Lodha Excelus Tower, Lower Parel (East), Mumbai-400011."
1626,"419/c,2nd floor, joshi wadi, kalbadevi road, mumbai, Ward - C , 400002"
1627,"Opera House, Near Roxy Cinema, Tata Road 1, Girgaum, Mumbai"
1628,"C.S.No.14/738 And 15/738, Malabar and  Cumballa Hill Division, Madan Mohan  Malaviya Road, Haji Ali, Mahalaxmi,  Greater Mumbai Ward-D, Greater  Mumbai, Maharashtra 400034"
1629,"SHOP NO -8 , TARAPURVALA  BUILDING,102, AUGUST KRANTI  MARG, MUMBAI - 400026"
1630,"Shop No. 15, Om Building, B2B, Near Imperial Heights, MP Mills Compound Road, Tulsi wadi, Tardeo. Mumbai-400034"
1631,"Imperial Heights, Store No.15, Om Building, B 2 B Near, M. P. Mills Compound Rd, Tulsiwadi, Tardeo, Mumbai, Maharashtra 400034,  Greater Mumbai, Maharashtra-400034"
1632,"shop no. 6 vitthal sadan building dattaram lad marg lalbaug, Greater Mumbai  400012"
1633,"1, GRD FLR, KESHAV BHAVAN, JAGANNATH S MARG, GIRGOAN, Greater Mumbai Ward-D, Greater Mumbai, Maharashtra-400004"
1634,"AZRA 344, Abdul Rehman Street, Opp. Crawford Market, Mumbai - 400 003 Maharashtra, India"
1635,"10,MALLET ROAD, MALLET BUNDER, MUMBAI - 400009"
1636,"Store No.15, Om Building, B 2 B, Next To IMPERIAL HEIGHTS,M P Mills Compound, Tulsiwadi,TARDEO, Mumbai - 400034"
1637,"Sleater road, engineer building, 4th floor, room 16, plot 11 Grant road opp. Svc bank west, tardeo,  bank Mumbai, Maharashtra 400007, India"
1638,"240, FLOOR-GRD, PLOT-240A, PARSI FIRE  TEMPLE JAV JI DADA JI MARG, GRANT  ROAD, MUMBAI-400007, Bhatia Hospital,  Greater Mumbai Ward-D, Greater  Mumbai, Maharashtra - 400007"
1639,"The Roll Company, 13A/14, Laxmi Woolen Mills Compound, Shakti Mills Lane, Off. Dr. E. Moses Road, Mahalaxmi (West), Mumbai 400 011"
1640,"Station Terrace , Skywalk, Grant Road West, Zoroastrian Colony, Grant Road, Mumbai, Maharashtra 400007, India"
1641,"SHIVAJI NAGAR, N M JOSHI MARG DELISE ROAD , LOWER PAREL, GREATER MUMBAI WARD-G/S, GREATER MUMBAI (MAHARASHTRA)-400013"
1642,"Opposite Hinduja College, Charni Road, Mumbai"
1643,"Shop no 4, grd floor, panna arcade, tata road num 1, near Roxy cinema, Opera House, girgaum, mumbai, 400004"
1644,"Sevak Canteen, F7, Laxmi Woollen Mill Estate, Shakti Mill Lane, Dr E Moses Road, Mahalaxmi, Mumbai - 400011"
1645,"Opp, Shop No. 1, Prithvi Vandan, Lower Parel (E), NM Joshi Marg, Lower Parel East, BDD Chawl, Lower Parel, Mumbai, Maharashtra 400013, India"
1646,"102, Tantia Jogani Industrial Estate, Opposite Kasturba Hospital, J R Boricha Marg, Lower Parel, Mumbai"
1647,"Shop No. 3, Ishwar Niwas, Opp to Nowroz Baug (Parsi Wadi), Ganesh Gully, Lalbaug, Mumbai - 400 012"
1648,"189/189A, Ground Floor , Ramji madhavji wani chawl, S B Pawar Marg, Currey Road, Mumbai, Maharashtra 400013, India"
1649,"SHOP NO.1, CHOWPATTY TERRACE, MORVI STREET, CHOWPATTY, CHARNI ROAD, GREATER MUMBAI WARD-D, MAHARASHTRA - 400007, Maharashtra"
1650,"288,Ground floor jethabhai building ,kalbadevi road mumbai, Bhuleshwar, Greater Mumbai Ward - C, Greater Mumbai, Maharashtra 400002"
1651,"SHOP NO 7, GROUND FLOOR,  BHAGIRATHI NIWAS, R S NAVALKAR, LANE, TADWADI,  CHIRA BAZAR, MUMBAI 400002,"
1652,"7, FLOOR-GRD, PLOT-242, VITTHAL SADAN, DATTARAM LAD MARG,CHINCHPOKLI EAST PAREL MUM-400012, Greater Mumbai WardE, Greater Mumbai (Maharashtra), -"
1653,"55, Ranchhod Bhuvan, JSS Road, Opera House, Charni Road, Mumbai"
1654,"Shop no. 3, Ratan house, R R Roy Marg, opp. central plaza cinema, Mumbai, Opera House, Greater Mumbai Ward-D, Charni Road East, Mumbai -400004"
1655,"Shop No 5 Dattatray  Building, Building, No 1, Tukaram Javaji Marg, behind Bhatia Hospital, Grant Road,  Mumbai, Maharashtra 400007"
1656,"Parisserie, 272, Raja Ram Mohan Roy Marg, New Queens Road, Opposite Central Plaza Cinema, Opera House, Girgaum, Mumbai"
1657,"Vihar Coffee House, 524, SVP Road, Opera House, Girgaum, Mumbai"
1658,"SHOP 8 GR FLOOR, GANESH GALLY, LALBAUG, PAREL, Greater Mumbai Ward-F/S, Greater Mumbai, Maharashtra, 400012"
1659,"La Folie, Unit N. 8&9, Evergreen, SND Estate, First Floor, Shakti Mills Lane, Mahalaxmi, Mumbai - 400011"
1660,"Shop No. 8, Taraporwala A Building, A. K. Marg, Opp. Cumballa Hospital, Mumbai 400036"
1661,"2, 41C, Vaidya Mansion, Opposite Sobo Central, Tardeo, Mumbai"
1662,"Sri Krishna, Nana Chowk, Grant Road, Mumbai"
1663,"Ishwardas Mansion, Shop No 10/12, Ground Floor, Gamdevi Rd, Nana Chowk, Mumbai, Maharashtra"
1664,"DEV CHAAYA CO-OP SOCIETY,OPP SOBO CENTRAL, HAJI ALI"
1665,"SHOP NO.1, GROUND FLOOR, FATIMA BUILDING, DR. S.S.ROAD,LALBAUG, Parsi Colony, Greater Mumbai Ward-F/S, Grater Mumbai, Maharashtra-400012"
1666,"Heera Panna Bldg. Gate, Bhulabhai Desai Road, Haji Ali, Tardeo"
1667,"Ishwar Bhuvan, 39/D, N.A Purandare Marg, Chowpatty Sea Face, Chowpatty, Girgaon, Mumbai, Maharashtra 400007"
1668,"Shop A-1, J.K. Tower, Goregaonkar Marg, Gamdevi, Mumbai, Maharashtra 400007"
1669,"4 and 5Jer MahalPlot 17/19 J  Wadi,Kalbadevi Rd Dhobi Taloa,,  Greater Mumbai Ward - C, Greater  Mumbai, , Maharashtra, 400002"
1670,"SHOP NO 4,FLOOR-GRD,PLOT-201,MISTRY BUILDING,JEEJEEBHOY LANE,GANESH GULLY,LALBAUG,PAREL, KEM Hospital, Greater Mumbai Ward-F/S, Greater Mumbai, Maharashtra - 400012"
1671,"Shop no 10,11,12 Hawabhai Complex, Nr Viva honda,Dr E Moses road, Near four seasons hotel,Opp.Worli Smashan bhumi  worli"
1672,"10 &11, New Municipal Building, Joban Putra Compound, Near Municipal Office, Grant Road, Nana Chowk, Kemps Corner, Tardeo, Mumbai, Maharashtra 400007, India"
1673,"Ajit Building, Khadilkar Rd, Kotachi Wadi, Ambewadi, Girgaon, Mumbai, Maharashtra 400004, India"
1674,"Hotel Royal Castle, August Kranti Marg, Tardeo, Mumbai"
1675,"1/3, BHULLESHWAR CORNER, KALBADEVI ROAD, MUMBAI 400002"
1676,"shop no 5 Datta tray building, TJ Marg, Near Bhatia Hospital, Grant Road West- 400007"
1677,"116, Govardhandas Building, JSS Road, Near Girgaon Church, Charni Road, Mumbai"
1678,"Shop No 19, Ground Floor, Sane Guruji Marg, Opposite Ganesh TalkiesChinchpokli Bridge, Lalbaugh, Mumbai 400012"
1679,"ShopNo 1,Ground Floor, Plot No 125,Maharaja Building,Ambewadi,Girgaon.Mumbai"
1680,"MUMBAI LOCAL BAR AND KITCHEN, Mohamadi Building no-2,Dr Ambedkar Road, Lalbaug, Mumbai, Maharashtra, India"
1681,"A/S 16, Anand Nagar, Forjett Street, Tardeo, Mumbai"
1682,"B-7, Janata Nagar Chs, M P Mill, Compound, B B nakashe Marg, Tardeo, Bhatia Hospital, Greater Mumbai Ward-D, Greater Mumbai, Maharashtra - 400034"
1683,"432, Arun Chambers, PMMM Road, Tardeo, Mumbai (Maharashtra), 400034"
1684,"Shop No. B-7, Janta Nagar CHS Ltd, M.P Mill Compound, B.B. Nakashe Marg, Tardeo, Air Condition Market, Greater Mumbai Ward-D, Greater Mumbai, Maharashtra - 400034"
1685,"Ground Floor, Plot No-110/112, Habib Building, Jagannath Shankersheth Marg, Central Plaza Cinema, Charni Road, Girgaon, Opera House - 400004"
1686,"209, DR. BABA SAHEB JAYKAR MARG, BARFIWALA BLDG, THAKURDWAR, KALBADEVI MUMBAI - 400002. ,Greater Mumbai Ward - C,Greater Mumbai,Maharashtra-400002"
1687,"267, Jagannath Shankar Seth Rd, Vaidya Wadi, Mangal Wadi, Girgaon, Mumbai, Maharashtra 400004, India"
1688,"17, near Central Cinema, Charni Road East, Opera House, Girgaon, Mumbai, Maharashtra 400004, India"
1689,"Shop no 6, Ground Floor, Mahavir Apartments, Tardeo, Mumbai-400007"
1690,"krishnadevi vishnuprasad mittal, a1, gr floor, 38g c, ahmed CHAMEBER DR, DADASAHEB BHADAMKA GREATER MUMBAI WARD-D GREATER MAHRASHTRA"
1691,"LODHA EXCELUS, LEVEL 1, APOLLO MILL COMPOUND, NM JOSHI MARG, MAHALAXMI"
1692,"Shop No 14 Shivaji Nagar Monorail Station, NM Joshi Marg, below Lower Parel, Lower Parel East, BDD Chawl, Lower Parel, Mumbai, Maharashtra 400013, India"
1693,"Shop No. 1, Ground Floor, Plot No. 25B, Fulchand Niwas, Dr. N A Purandare Marg, Opp. Sukh Sagar Juice Center, Girgaon Chowpatty, Charni Road, Mumbai - 400007"
1694,"231B, Ground Floor, Bharat Rice Mills, Behind Samsung Service Center, Dr. SS Rao Road , Lalbaug, Mumbai 12"
1695,"5 D, Tardeo Road, Haji Ali Circle, Tardeo, Mumbai"
1696,"3rd floor, engineering centre, 9th Mathew Rd, Charni Road East, Opera House, Girgaon, Mumbai, Maharashtra 400004, India"
1697,"Shop No G2, Machinery House, Next to Mamagoto, The Pantry, Fort, Mumbai 400023"
1698,"Parel House, Opposite KEM Hospital, Hospital Avenue, Dr E Boroges Road, Parel, Mumbai"
1699,"FLOOR GROUND, MODISETH CHAWL, G D AMBEKAR MARG, AMBEWADI, KALACHOWKY, MUMBAI-400033.,, GREATER MUMBAI WARD-F/S, GREATER MUMBAI(MAHARASHTRA) - 400033"
1700,"Kakad Estate, Shop Number.7, Building Number . 106, Khan Abdul Gaffar Khan Road, Opposite Poddar Hospital, Worli, Mumbai, Maharashtra 400018"
1701,"GR FLOOR ,G NO-56,SIMLA HOUSE, NEPEANSEA ROAD, CUMBALLA HILL, MUMBAI 400036, GREATER MUMBAI WARD-D, GREATER  MUMBAI (MAHARASHTRA)400036"
1702,"M/S. HYPRKYTCHEN FOODTECH PVT LTD GALA NO. G/7, C/1, OMKAR BLDG., SHAIV SHAKTI HOUSING SOCIETY, OFF. DR. E MOSES ROAD, PAREL, MUMBAI - 400018, Greater Mumbai, Maharashtra-400018"
1703,"Suryodaya Apartments, shop no A-5, Besides Samana Press, Nagu Sayaji Wadi, New Prabhadevi Road, Prabhadevi  Area: Prabhadevi  City: Mumbai  Pin Code : 400025"
1704,"Sudha lunch home, Shop no - 4/5 ground floor, Jer Mahal annex bldg, 19th jambulwadi near metro. Mumbai - 400002"
1705,"Shop no 4 , sumer chambers, cs no 1/1528 and 2/1528 k m munshi marg chowpatty- mumbai -400007"
1706,"Ground Floor, Skyzone, High Street Phoenix, Senapati Bapat Marg, Lower Parel, Mumbai"
1707,"KFC Phoenix Mall (Sapphire foods India Ltd)  Unit No  G Block No 30,Phoenix mill compound, Senapati Bapat Marg, Lower Parel, Mumbai  ."
1708,"Marathon Futurex, NM Joshi Marg, Lower, BDD Chawl, Lower Parel, Mumbai, Maharashtra, India"
1709,"Iteeha Coffee Ground Floor, Urmi Axis Building, West,  behind Famous studio, opp. Doctor Elijah Moses Road, Mahalakshmi, Mumbai, Maharashtra 400011"
